line,ground_truth,pylaia_prediction,highlight_url,callico_task_url,arkindex_page_url,csv_name,callico_id,arkindex_id,arkindex_line_id
0,Rosenvænget 28 - nov - 1910,Rosenværget 28- nov-1910,https://demo.arkindex.org/element/02f02f39-fd11-4542-92a3-9e16d9fc3227?highlight=e7ddbd5d-37e8-439c-aff3-779cea3ad95d,https://callico.teklia.com/annotation/4becdbea-85d3-4b0f-938e-9cf96315b806/annotate/transcription/,https://demo.arkindex.org/element/02f02f39-fd11-4542-92a3-9e16d9fc3227,02f02f39-fd11-4542-92a3-9e16d9fc3227,4becdbea-85d3-4b0f-938e-9cf96315b806,02f02f39-fd11-4542-92a3-9e16d9fc3227,e7ddbd5d-37e8-439c-aff3-779cea3ad95d
2,"De ved naturligvis, at jeg er bleven","De ved naturligvis, at jeg er bliven",https://demo.arkindex.org/element/02f02f39-fd11-4542-92a3-9e16d9fc3227?highlight=0a0b69c6-ee66-42d7-ac55-768892844036,https://callico.teklia.com/annotation/4becdbea-85d3-4b0f-938e-9cf96315b806/annotate/transcription/,https://demo.arkindex.org/element/02f02f39-fd11-4542-92a3-9e16d9fc3227,02f02f39-fd11-4542-92a3-9e16d9fc3227,4becdbea-85d3-4b0f-938e-9cf96315b806,02f02f39-fd11-4542-92a3-9e16d9fc3227,0a0b69c6-ee66-42d7-ac55-768892844036
11,"fortjænt den, da jeg kun forårsagede","fortjært den, da jeg kun forårsagede",https://demo.arkindex.org/element/02f02f39-fd11-4542-92a3-9e16d9fc3227?highlight=f1b0e8f0-e2dd-403c-ad72-5a9252ac65b8,https://callico.teklia.com/annotation/4becdbea-85d3-4b0f-938e-9cf96315b806/annotate/transcription/,https://demo.arkindex.org/element/02f02f39-fd11-4542-92a3-9e16d9fc3227,02f02f39-fd11-4542-92a3-9e16d9fc3227,4becdbea-85d3-4b0f-938e-9cf96315b806,02f02f39-fd11-4542-92a3-9e16d9fc3227,f1b0e8f0-e2dd-403c-ad72-5a9252ac65b8
13,spændt på hvorledes det ender.,Mændt paa hvorledes det ender-,https://demo.arkindex.org/element/02f02f39-fd11-4542-92a3-9e16d9fc3227?highlight=6092ba69-14bb-498a-a9de-e199812dfcb6,https://callico.teklia.com/annotation/4becdbea-85d3-4b0f-938e-9cf96315b806/annotate/transcription/,https://demo.arkindex.org/element/02f02f39-fd11-4542-92a3-9e16d9fc3227,02f02f39-fd11-4542-92a3-9e16d9fc3227,4becdbea-85d3-4b0f-938e-9cf96315b806,02f02f39-fd11-4542-92a3-9e16d9fc3227,6092ba69-14bb-498a-a9de-e199812dfcb6
0,"Eivind Astrup,",Øivind Astrup.,https://demo.arkindex.org/element/0ad7f5ba-d7ee-4d25-89ad-16db2daa3f86?highlight=297d02ef-f181-4ce3-bba4-00a498e28c0c,https://callico.teklia.com/annotation/cf16075a-0249-4898-b436-28a51b1c917c/annotate/transcription/,https://demo.arkindex.org/element/0ad7f5ba-d7ee-4d25-89ad-16db2daa3f86,0ad7f5ba-d7ee-4d25-89ad-16db2daa3f86,cf16075a-0249-4898-b436-28a51b1c917c,0ad7f5ba-d7ee-4d25-89ad-16db2daa3f86,297d02ef-f181-4ce3-bba4-00a498e28c0c
3,Til Verdens Gangs Redaktion:,Til Verdens Gangs Redaktion.,https://demo.arkindex.org/element/0ad7f5ba-d7ee-4d25-89ad-16db2daa3f86?highlight=93f1775a-4ba2-4529-b3f7-bdbba344dd45,https://callico.teklia.com/annotation/cf16075a-0249-4898-b436-28a51b1c917c/annotate/transcription/,https://demo.arkindex.org/element/0ad7f5ba-d7ee-4d25-89ad-16db2daa3f86,0ad7f5ba-d7ee-4d25-89ad-16db2daa3f86,cf16075a-0249-4898-b436-28a51b1c917c,0ad7f5ba-d7ee-4d25-89ad-16db2daa3f86,93f1775a-4ba2-4529-b3f7-bdbba344dd45
4,Tillad mig herigjennem,Tillad mig herigjenne,https://demo.arkindex.org/element/0ad7f5ba-d7ee-4d25-89ad-16db2daa3f86?highlight=3cdcc8e0-3276-46ef-ae63-f1179b1ecbe2,https://callico.teklia.com/annotation/cf16075a-0249-4898-b436-28a51b1c917c/annotate/transcription/,https://demo.arkindex.org/element/0ad7f5ba-d7ee-4d25-89ad-16db2daa3f86,0ad7f5ba-d7ee-4d25-89ad-16db2daa3f86,cf16075a-0249-4898-b436-28a51b1c917c,0ad7f5ba-d7ee-4d25-89ad-16db2daa3f86,3cdcc8e0-3276-46ef-ae63-f1179b1ecbe2
8,omtalt min nylig udkomne,omtalt min nylig udkomme,https://demo.arkindex.org/element/0ad7f5ba-d7ee-4d25-89ad-16db2daa3f86?highlight=99c09cbb-1e16-49e3-b342-2124126d9f04,https://callico.teklia.com/annotation/cf16075a-0249-4898-b436-28a51b1c917c/annotate/transcription/,https://demo.arkindex.org/element/0ad7f5ba-d7ee-4d25-89ad-16db2daa3f86,0ad7f5ba-d7ee-4d25-89ad-16db2daa3f86,cf16075a-0249-4898-b436-28a51b1c917c,0ad7f5ba-d7ee-4d25-89ad-16db2daa3f86,99c09cbb-1e16-49e3-b342-2124126d9f04
9,"bog: ""Blandt Nordpolens Naboer""",bog. Blandt Nordpolens Naboer.,https://demo.arkindex.org/element/0ad7f5ba-d7ee-4d25-89ad-16db2daa3f86?highlight=089563f1-8b46-4860-932d-b7c14ebc763e,https://callico.teklia.com/annotation/cf16075a-0249-4898-b436-28a51b1c917c/annotate/transcription/,https://demo.arkindex.org/element/0ad7f5ba-d7ee-4d25-89ad-16db2daa3f86,0ad7f5ba-d7ee-4d25-89ad-16db2daa3f86,cf16075a-0249-4898-b436-28a51b1c917c,0ad7f5ba-d7ee-4d25-89ad-16db2daa3f86,089563f1-8b46-4860-932d-b7c14ebc763e
12,Eivind Astrup.,findestrup.,https://demo.arkindex.org/element/0ad7f5ba-d7ee-4d25-89ad-16db2daa3f86?highlight=7b58b2c5-5a11-4d0f-bac6-18af3c6ccc7c,https://callico.teklia.com/annotation/cf16075a-0249-4898-b436-28a51b1c917c/annotate/transcription/,https://demo.arkindex.org/element/0ad7f5ba-d7ee-4d25-89ad-16db2daa3f86,0ad7f5ba-d7ee-4d25-89ad-16db2daa3f86,cf16075a-0249-4898-b436-28a51b1c917c,0ad7f5ba-d7ee-4d25-89ad-16db2daa3f86,7b58b2c5-5a11-4d0f-bac6-18af3c6ccc7c
0,Flensburg 16.11.13,Konebarn 16.11.13,https://demo.arkindex.org/element/0aeebaca-b2e6-43ab-9b5c-7d90ddfa5522?highlight=4510c74a-12fe-4fa4-97a3-e5d8d0769cbd,https://callico.teklia.com/annotation/342075fc-7b91-47ed-a0f4-113e11584b41/annotate/transcription/,https://demo.arkindex.org/element/0aeebaca-b2e6-43ab-9b5c-7d90ddfa5522,0aeebaca-b2e6-43ab-9b5c-7d90ddfa5522,342075fc-7b91-47ed-a0f4-113e11584b41,0aeebaca-b2e6-43ab-9b5c-7d90ddfa5522,4510c74a-12fe-4fa4-97a3-e5d8d0769cbd
1,Selvfølglig ikke. -,Forfølglig ikke. -,https://demo.arkindex.org/element/0aeebaca-b2e6-43ab-9b5c-7d90ddfa5522?highlight=46a7c8b0-59a1-4404-9363-6b8dadc16514,https://callico.teklia.com/annotation/342075fc-7b91-47ed-a0f4-113e11584b41/annotate/transcription/,https://demo.arkindex.org/element/0aeebaca-b2e6-43ab-9b5c-7d90ddfa5522,0aeebaca-b2e6-43ab-9b5c-7d90ddfa5522,342075fc-7b91-47ed-a0f4-113e11584b41,0aeebaca-b2e6-43ab-9b5c-7d90ddfa5522,46a7c8b0-59a1-4404-9363-6b8dadc16514
2,Alt gik utmærket iaften.,Alt gik utmærket efter.,https://demo.arkindex.org/element/0aeebaca-b2e6-43ab-9b5c-7d90ddfa5522?highlight=80c5cb7a-e009-4a4b-9c9d-1f692a4de2b9,https://callico.teklia.com/annotation/342075fc-7b91-47ed-a0f4-113e11584b41/annotate/transcription/,https://demo.arkindex.org/element/0aeebaca-b2e6-43ab-9b5c-7d90ddfa5522,0aeebaca-b2e6-43ab-9b5c-7d90ddfa5522,342075fc-7b91-47ed-a0f4-113e11584b41,0aeebaca-b2e6-43ab-9b5c-7d90ddfa5522,80c5cb7a-e009-4a4b-9c9d-1f692a4de2b9
3,Hviss redaktør Nielsen er i,Heris redaktør Nilsen er i,https://demo.arkindex.org/element/0aeebaca-b2e6-43ab-9b5c-7d90ddfa5522?highlight=f72ae94b-95fc-46e3-8a53-c9372e76c5bc,https://callico.teklia.com/annotation/342075fc-7b91-47ed-a0f4-113e11584b41/annotate/transcription/,https://demo.arkindex.org/element/0aeebaca-b2e6-43ab-9b5c-7d90ddfa5522,0aeebaca-b2e6-43ab-9b5c-7d90ddfa5522,342075fc-7b91-47ed-a0f4-113e11584b41,0aeebaca-b2e6-43ab-9b5c-7d90ddfa5522,f72ae94b-95fc-46e3-8a53-c9372e76c5bc
6,av mine undertegnete papi-,er mine underlegnete kafe-,https://demo.arkindex.org/element/0aeebaca-b2e6-43ab-9b5c-7d90ddfa5522?highlight=0d49360d-9ae1-41c0-b25b-05aedbcb223f,https://callico.teklia.com/annotation/342075fc-7b91-47ed-a0f4-113e11584b41/annotate/transcription/,https://demo.arkindex.org/element/0aeebaca-b2e6-43ab-9b5c-7d90ddfa5522,0aeebaca-b2e6-43ab-9b5c-7d90ddfa5522,342075fc-7b91-47ed-a0f4-113e11584b41,0aeebaca-b2e6-43ab-9b5c-7d90ddfa5522,0d49360d-9ae1-41c0-b25b-05aedbcb223f
7,rer er du snild.,rer er den sener!,https://demo.arkindex.org/element/0aeebaca-b2e6-43ab-9b5c-7d90ddfa5522?highlight=2cf02682-8709-4776-8513-0766b5079cfd,https://callico.teklia.com/annotation/342075fc-7b91-47ed-a0f4-113e11584b41/annotate/transcription/,https://demo.arkindex.org/element/0aeebaca-b2e6-43ab-9b5c-7d90ddfa5522,0aeebaca-b2e6-43ab-9b5c-7d90ddfa5522,342075fc-7b91-47ed-a0f4-113e11584b41,0aeebaca-b2e6-43ab-9b5c-7d90ddfa5522,2cf02682-8709-4776-8513-0766b5079cfd
8,Send det til Århus. -,Send de til Ashus. -,https://demo.arkindex.org/element/0aeebaca-b2e6-43ab-9b5c-7d90ddfa5522?highlight=cda315f1-2635-4952-aeb9-a193faa1f92a,https://callico.teklia.com/annotation/342075fc-7b91-47ed-a0f4-113e11584b41/annotate/transcription/,https://demo.arkindex.org/element/0aeebaca-b2e6-43ab-9b5c-7d90ddfa5522,0aeebaca-b2e6-43ab-9b5c-7d90ddfa5522,342075fc-7b91-47ed-a0f4-113e11584b41,0aeebaca-b2e6-43ab-9b5c-7d90ddfa5522,cda315f1-2635-4952-aeb9-a193faa1f92a
10,Roald.,Dem.,https://demo.arkindex.org/element/0aeebaca-b2e6-43ab-9b5c-7d90ddfa5522?highlight=18772f83-3770-4822-840d-c00b27982a5b,https://callico.teklia.com/annotation/342075fc-7b91-47ed-a0f4-113e11584b41/annotate/transcription/,https://demo.arkindex.org/element/0aeebaca-b2e6-43ab-9b5c-7d90ddfa5522,0aeebaca-b2e6-43ab-9b5c-7d90ddfa5522,342075fc-7b91-47ed-a0f4-113e11584b41,0aeebaca-b2e6-43ab-9b5c-7d90ddfa5522,18772f83-3770-4822-840d-c00b27982a5b
